SKU;SEGUIMENTO;Categoria;TIPO;Fornecedor;Descrição / Aplicação;"Código Do 
Fornecedor";" CMV 
Unitário ";"Altura
(cm)";"Comprimento
(cm)";"Largura
(cm)";Peso
5408;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA ESQUERDA ACCORD 1998 A 2002;; R$ -   ;;;;
5409;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA DIREITA ACCORD 1998 A 2002;; R$ -   ;;;;
5410;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira New Civic 2011 Esquerdo;; R$ 16,20 ;;;;
5411;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Direita New Civic 2011 Direito;; R$ 16,20 ;;;;
5412;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRASEIRA ESQUERDA CIVIC 2006 A 2011;; R$ -   ;;;;
5413;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRASEIRA DIREITA CIVIC 2006 A 2011;; R$ -   ;;;;
5414;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA ESQUERDA FIT 2003 A 2008 COFAP MONROE;; R$ -   ;;;;
5415;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA DIREITA FIT 2003 A 2008 COFAP MONROE;; R$ -   ;;;;
5416;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Lados Civic 2012 A 2016;; R$ -   ;;;;
5417;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Os Lados  Cr-v 2006 A 2011;; R$ 16,20 ;;;;
5418;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRASEIRA DIREITA CRV 2007 EM DIANTE;; R$ -   ;;;;
5419;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRASEIRA ESQUERDA CRV 2007 EM DIANTE;; R$ -   ;;;;
5425;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA DIREITA HRV 2016 A 2021;; R$ -   ;;;;
5426;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Esquerda Hrv 2016 A 2021;; R$ -   ;;;;
5427;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA DIREITA WR-V 2017 EM DIANTE;; R$ -   ;;;;
5428;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA ESQUERDA WR-V 2017 EM DIANTE;; R$ -   ;;;;
5433;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA AMBOS LADOS CIVIC G10 2017 EM DIANTE;; R$ -   ;;;;
5500;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA AMBOS LADOS COROLLA 1993 A 2003;; R$ -   ;;;;
5501;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Os Lados Soul 2015 Em Diante;; R$ 16,20 ;;;;
5502;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA AMBOS LADOS HILUX SW4 4X4 1996 A 2004;; R$ -   ;;;;
5507;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA DIREITA HILUX PICK UP 2004 EM DIANTE;; R$ -   ;;;;
5508;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA ESQUERDA HILUX PICK UP 2004 EM DIANTE;; R$ -   ;;;;
5509;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Ambos Lados Hilux Sw4 Motor 3.0;; R$ -   ;;;;
5510;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRASEIRA AMBOS LADOS HILUX SW4 MOTOR 2.8;; R$ -   ;;;;
5520;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Os Lados Jac J2 2012 A 2016;; R$ 10,53 ;;;;
5554;AUTOMOTIVO;Terminal Cabo Câmbio;SIMPLES;Importação / LT CORREA;Terminal Cabo De Engate Audi A3 2003;; R$ 6,00 ;;;;
5607;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira I30 Cerato;; R$ 17,50 ;;;;
5608;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Tucson Le;; R$ 17,28 ;;;;
5611;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRASEIRA AMBOS LADOS SANTA FÉ 2007 A 2012;; R$ -   ;;;;
5612;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA AMBOS LADOS H100 1994 EM DIANTE;; R$ -   ;;;;
5613;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Os Lados Tucson 2005 A 2017;; R$ 17,28 ;;;;
5614;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Lados Azera 2007 A 2011 Motor 3.3;; R$ 19,44 ;;;;
5615;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Ambos Lados Sportage 2011 Em Diante;; R$ 23,76 ;;;;
5616;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Os Lados Ix35 2010 A 2015;; R$ 18,09 ;;;;
5617;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA DIREITA AZERA 2011 A 2015;; R$ -   ;;;;
5618;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA ESQUERDA AZERA 2011 A 2015;; R$ -   ;;;;
5619;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Os Lados I30 2006 A 2010;; R$ 15,12 ;;;;
5621;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA AMBOS LADOS CRETA 2017 A 2020;; R$ -   ;;;;
5623;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Ambos Lados Azera 2007 A 2009;; R$ 16,20 ;;;;
5625;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BRAÇO DA SUSPENSÃO TRASEIRA I30 2009 A 2012;; R$ -   ;;;;
5678;AUTOMOTIVO;Suporte Radiador;SIMPLES;LT CORREA;Par Coxim E Trava Superior Do Radiador New Fiesta 2012 Diant;;;;;;
5700;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Lados Partner 1999 Em Diante;; R$ -   ;;;;
5701;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Os Lados Citroen Ds3;; R$ 15,50 ;;;;
5705;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Pallas 2007 A 2013;; R$ 15,12 ;;;;
5711;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira C3 2003 A 2008 E 2013 Em  Diante;; R$ 16,20 ;;;;
5716;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira 206 1.0 16v Todos;; R$ 16,20 ;;;;
5717;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Barra Peugeot 307 308 408 3008 C4 - C4  Picasso;; R$ 17,28 ;;;;
5900;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. L200 / L300;; R$ -   ;;;;
5902;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. DIR. PAJERO SPORT TODOS;; R$ -   ;;;;
5903;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. ESQ. PAJERO SPORT TODOS;; R$ -   ;;;;
5904;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRAS. PAJERO TR4 4X4;; R$ -   ;;;;
5905;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. PAJERO TR4 4X4;; R$ -   ;;;;
5906;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRAS. PAJERO SPORT TODOS;; R$ -   ;;;;
5907;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Esquerda Pajero Full 2001 A 2009;; R$ -   ;;;;
5908;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Direita Pajero Full 2001 A 2009;; R$ -   ;;;;
5909;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. DIR. PAJERO FULL 98/07;; R$ -   ;;;;
5910;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. ESQ. PAJERO FULL 98/08;; R$ -   ;;;;
5911;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. L200 GLS 82/02 CENTRAL;; R$ -   ;;;;
5913;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Direita L200 Triton 4x4 2007 A 2013;; R$ 17,28 ;;;;
5914;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Esquerda L200 Triton 4x4 2007 A 2013;; R$ 17,28 ;;;;
5915;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. AIRTREK 03/10;; R$ -   ;;;;
5917;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRAS. DIR. OUTLANDER 08/...;; R$ -   ;;;;
5918;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRAS. ESQ. OUTLANDER 08/...;; R$ -   ;;;;
5921;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRAS. AIRTREK 03/08;; R$ -   ;;;;
5922;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRAS. ESQ. ASX 11/...;; R$ -   ;;;;
5924;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Direita L200 Triton Sport 2016 A 2019;; R$ 15,12 ;;;;
5925;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA ESQUERDA L200 TRITON SPORT 2016 A 201;; R$ -   ;;;;
6001;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Os Lados Symbol 2010 Em Diante;; R$ 8,64 ;;;;
6002;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. ESQ. MASTER 03/...;; R$ -   ;;;;
6003;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. DIR. MASTER 03/...;; R$ -   ;;;;
6005;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Lados Grand Tour 2006 A 2013;; R$ -   ;;;;
6009;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA AMBOS LADOS JAC J3 2011 EM DIANTE;; R$ -   ;;;;
6012;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. CAPTUR 17/...;; R$ -   ;;;;
6201;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. FRONTIER 4X4;; R$ -   ;;;;
6202;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. ESQ. X-TERRA / FRONTIER SET 07/...;; R$ -   ;;;;
6203;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. ESQ. X-TERRA / FRONTIER SET 07/...;; R$ -   ;;;;
6204;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRAS. FRONTIER 4X2 03/07;; R$ -   ;;;;
6205;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. SENTRA 2007/...;; R$ -   ;;;;
6206;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. LIVINA 06/... / MARCH T / TIIDA 07/13 / VERSA 11/13;; R$ -   ;;;;
6208;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Grand Livina 2009 A 2017;; R$ -   ;;;;
6209;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRAS. FRONTIER 17/....;; R$ -   ;;;;
6210;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Direita Nissan Altima 2013 A 2019;; R$ 18,00 ;;;;
6211;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Esquerda Nissan Altima 2013 A 2019;; R$ 18,00 ;;;;
6310;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Lado Direito Kia Soul 2009 A 2015;; R$ 17,28 ;;;;
6311;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Lado Esquerdo Kia Soul 2009 A 2015;; R$ 17,28 ;;;;
6312;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Lados Towner Jr Cabine Dupla;; R$ 16,20 ;;;;
6316;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Lados Hb20s 2012 A 2020;; R$ -   ;;;;
6401;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Barra Dianteira Zx 10mm;; R$ 16,20 ;;;;
6408;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Citroen C3 Aircross;; R$ 15,34 ;;;;
6502;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. DIR. SPRINTER 97/12;; R$ -   ;;;;
6503;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. ESQ. SPRINTER 97/12;; R$ -   ;;;;
6509;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Direita Mercedes E300 2008 A 2014;; R$ 41,04 ;;;;
6510;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Esquerda Mercedes C230 2008 A 2014;; R$ 41,04 ;;;;
6515;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA DIR SPRINTER 2012...;; R$ -   ;;;;
6516;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA ESQ SPRINTER 2012...;; R$ -   ;;;;
6615;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANTEIRA DIR SPRINTER 2012...;; R$ -   ;;;;
6616;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Direita Bmw 320i 2005 A 2012 E90 92 93;; R$ -   ;;;;
6617;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Lados Bmw 116d 116i 2011 Em Diante;; R$ -   ;;;;
6700;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT. TROLLER;; R$ -   ;;;;
7300;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Ambos Os Lados Outlander 2008 Em Diante;; R$ 17,28 ;;;;
7800;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Compass 4x4 2015 Em Diante Ld Ou Le;; R$ 19,44 ;;;;
7801;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Toro 4x4 4x2 2016 Em Diante;; R$ 19,44 ;;;;
7802;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Compass 2007 A 2015;; R$ 19,44 ;;;;
8000;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Land Rover Evoque 2011 Em Diante;; R$ 23,76 ;;;;
8001;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Land Rover Freelander 2 2008 A 2014;; R$ 23,76 ;;;;
8002;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT FREELANDER 97/...;; R$ -   ;;;;
8003;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA TRAS FREELANDER 2 07/16;; R$ -   ;;;;
8004;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT DISCOVERY 3 04/09 DISCOVERY 4 09/11;; R$ -   ;;;;
8005;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT FREELANDER 2 06/14;; R$ -   ;;;;
8106;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Ambos Lados Chery Cielo 2008 A 2013;; R$ 16,20 ;;;;
8402;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIAN. ESQUERDA / DIREITA AUDI A4 07...16 /A5 07...15 /A6 11....18 / A8;; R$ -   ;;;;
8501;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;BIELETA DIANT .MINI COOPER / COUPE / ONE 01/CLUBMAN/CABRIOLET;; R$ -   ;;;;
8502;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Traseira Ambos Lados Mini Cooper Hacth 2001 Diante;; R$ 26,46 ;;;;
8503;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Mini Cooper R50 R53 2001 A 2006;; R$ 29,16 ;;;;
8650;AUTOMOTIVO;Terminal Cabo Câmbio;SIMPLES;Importação;Terminal De Cabo De Engate Gol;;  ;;;;
10107;AUTOMOTIVO;Bomba Combustível;SIMPLES;POLO;Kit Bomba Combustível Gasolina Sistema Bosch Verona 94 A 96;; R$ 44,94 ;;;;
10128;AUTOMOTIVO;Bomba Combustível;SIMPLES;POLO;Bomba Combustível Flex Universal Sistema Bosch;; R$ 71,69 ;;;;
10132;AUTOMOTIVO;Bomba Combustível;SIMPLES;POLO;Bomba Combustível Suprema 4.1 Até 1997;;  ;;;;
10135;AUTOMOTIVO;Bomba Combustível;SIMPLES;POLO;Bomba Combustível Monza 2.0 Efi 1991 A 1996;; R$ -   ;;;;
10136;AUTOMOTIVO;Bomba Combustível;SIMPLES;POLO;Bomba Combustível Flex Universal Sistema Bosch 12 Bar;; R$ 117,70 ;;;;
10141;MOTO PEÇAS;Bomba Combustível Moto;SIMPLES;POLO;REFIL BOMBA DE COMBUSTÍVEL COMET MIRAGE 250 YAHAMA FAZER 250 LANDER 250 TENERE 250;;;;;;
10145;MOTO PEÇAS;Bomba Combustível Moto;SIMPLES;POLO;REFIL BOMBA DE COMBUSTÍVEL NXR150 BROS XRE 300 NXR 150 BROS MIX;;;;;;
10463;MOTO PEÇAS;Bomba Combustível Moto;SIMPLES;POLO;BOMBA DE COMBUSTÍVEL COMPLETA HONDA TITAN 150 GASOLINA 2009 EM DIANTE;;;;;;
11042;AUTOMOTIVO;Pastilha Freio;SIMPLES;Fabreck;Pastilhas De Freio Dianteiro Fox Aro 14 15 2002 Em Diante;; R$ -   ;;;;
11095;AUTOMOTIVO;Pastilha Freio;SIMPLES;Fabreck;Pastilha De Freio Dianteira Palio 1.4 2006 A Set 2009;;  ;;;;
11097;AUTOMOTIVO;Pastilha Freio;SIMPLES;Fabreck;Pastilha De Freio Dianteira Daewoo Lanos 1997 Em Diante;F-1423; R$ 18,63 ;;;;
11104;AUTOMOTIVO;Pastilha Freio;SIMPLES;Fabreck;Pastilhas De Freio Dianteiro Astra Advantage 2005 A 2009;; R$ -   ;;;;
11193;AUTOMOTIVO;Pastilha Freio;SIMPLES;Fabreck;Pastilhas De Freio Dianteiro Palio 1996 A 1998;; R$ -   ;;;;
11195;AUTOMOTIVO;Pastilha Freio;SIMPLES;Fabreck;Pastilhas De Freio Dianteiro Palio Young 1.0 2001;; R$ -   ;;;;
11230;AUTOMOTIVO;Pastilha Freio;SIMPLES;Fabreck;Pastilha De Freio Dianteira Kia Sephia Set 1993 A 2001;; R$ 18,00 ;;;;
11407;AUTOMOTIVO;Pastilha Freio;SIMPLES;Fabreck;Pastilhas De Freio Dianteiro Gol 1.6 G3 Julho 2000 A 2005;; R$ -   ;;;;
11410;AUTOMOTIVO;Pastilha Freio;SIMPLES;Fabreck;Pastilhas De Freio Dianteiro Gol 1.0 1.6 G5 2008 Diante;; R$ -   ;;;;
11418;AUTOMOTIVO;Pastilha Freio;SIMPLES;Fabreck;Pastilhas De Freio Dianteiro Gol 1.0 G6 2013 Em Diante;; R$ -   ;;;;
11419;AUTOMOTIVO;Pastilha Freio;SIMPLES;BrasFreio;Pastilha De Freio Dianteira Gol G5 G6 1.0 1.6 2012 Em Diante;; R$ 32,00 ;;;;
12152;AUTOMOTIVO;Pino de Porta;SIMPLES;MultiKit;Pino Buchas Da Dobradiça Porta Belina 1989;; R$ 5,90 ;;;;
13120;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Kit Pino Deslizante Pinça De Freio Corsa 2003 Em Diante;; R$ 19,00 ;;;;
13121;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Reparo Pino Guia Pinça De Freio Del Rey 1986 Até1991;; R$ 19,00 ;;;;
13125;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Kit Guia Pinça De Freio Sonic Lt Flex 1.6man 2013;; R$ 17,50 ;;;;
13377;AUTOMOTIVO;AMORTECEDOR SUSPENSÃO;SIMPLES;SPARE;Par Amortecedor Dianteiro Turbogás L200 Triton 2013 A 2016;;;;;;
14097;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Pino Reparo Da Dobradiça Porta Uno Mille Ld Le 2007;; R$ 3,00 ;;;;
14098;AUTOMOTIVO;Pino de Porta;SIMPLES;MultiKit;Pino Da Dobradiça Da Porta Siena G3 2005 A 2008;; R$ -   ;;;;
14099;AUTOMOTIVO;Pino de Porta;SIMPLES;MultiKit;Pino Dobradiça Porta Uno Mille Ld Le 2011;; R$ 18,20 ;;;;
14104;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Kit Pino Guia Bucha Pinça Freio Vw Crossfox Fox Gol Saveiro ;; R$ 16,00 ;;;;
14907;AUTOMOTIVO;;SIMPLES;;;;;;;;
20475;AUTOMOTIVO;Motor de Partida;SIMPLES;POLO;Motor De Partida March 1.6 10 Dentes 2013 A 2016;;;;;;
22051;AUTOMOTIVO;Cabo de Capô;SIMPLES;Importação;Cabo De Capô Peugeot 206 1998 Em Diante;; R$ -   ;;;;
22099;AUTOMOTIVO;Pastilha Freio;SIMPLES;Fabreck;Pastilha De Freio Dianteira Classic 2010 Em Diante;F-1773; R$ 18,63 ;;;;
22114;AUTOMOTIVO;Pastilha Freio;SIMPLES;BrasFreio;Pastilhas Freio Dianteiro Novo Prisma 2013 Em Diante S Abs;; R$ -   ;;;;
22115;AUTOMOTIVO;Pastilha Freio;SIMPLES;BrasFreio;Pastilha De Freio Dianteira Cobalt 1.4 1.8 2012 A 2016 C Abs;; R$ -   ;;;;
22132;AUTOMOTIVO;Cabo Acelerador;;;Cabo Acelerador ESCORT  ;;;;;;
22187;AUTOMOTIVO;Pastilha Freio;SIMPLES;BrasFreio;Pastilhas De Freio Dianteiro Punto 1.6 Essence 2013 Diante;; R$ -   ;;;;
22383;AUTOMOTIVO;Pastilha Freio;SIMPLES;BRASFREIO;Pastilhas De Freio Traseiro Corolla 2.0 Automatico 11 A 19;; R$ -   ;;;;
23079;AUTOMOTIVO;Pino de Porta;SIMPLES;MultiKit;Pino Da Dobradiça Da Porta Blazer 1996 A 2011;; R$ 7,90 ;;;;
23100;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Pino Da Pinça De Freio Chevrolet S10 4x4;; R$ 14,80 ;;;;
23125;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Pino Guia Pinça Freio S10 4x2 1995 A 2010;; R$ -   ;;;;
23129;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Kit Pino Da Pinça De Freio Chevrolet S10 2012 Em Diante;; R$ 7,90 ;;;;
26048;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Kit Pino Guia Pinça De Freio Diant 1lado L200 Sport 2004;; R$ 17,80 ;;;;
26056;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Kit Pino Guia Pinça Freio Pajero Tr4 2003 Em Diante;; R$ 18,40 ;;;;
27020;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Reparo Pino Guia Pinça De Freio Dianteiro Corolla 2003a2008;; R$ 18,20 ;;;;
28006;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Reparo Pino Guia Pinça De Freio Dianteiro Nissan Versa;; R$ 17,90 ;;;;
29014;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Kit Pino Guia Pinça Freio Logan 2008 A 2013;; R$ 19,00 ;;;;
29037;AUTOMOTIVO;Pino de Freio;SIMPLES;MultiKit;Kit Pino Da Pinça De Freio Hyundai Hr 2005 A 2018;; R$ 18,40 ;;;;
33820;AUTOMOTIVO;Cabo limitador tampa traseira;SIMPLES;MundiFlex;Cabo Limitador Tampa Traseira Nova Strada Iv 2013  Em Diante;; R$ -   ;;;;
44507;AUTOMOTIVO;Cabo de Capô;SIMPLES;MundiFlex;Cabo De Capô Com Alavanca Kadett 1989 A 1998;; R$ 11,91 ;;;;
50050;AUTOMOTIVO;Garfo Embreagem;SIMPLES;LT CORREA;Garfo Da Embreagem Peugeot Partner 2012 A 2018;; R$ 61,00 ;;;;
55006;AUTOMOTIVO;Cabo Embreagem;SIMPLES;MundiFlex;Cabo De Embreagem Fusca 1300 1500 1600 De 1968 Em Diante;; R$ -   ;;;;
55013;AUTOMOTIVO;Cabo Embreagem;SIMPLES;MundiFlex;Cabo De Embreagem Saveiro 1982 A 1987 Motor 1.5 1.6;; R$ 26,54 ;;;;
55023;AUTOMOTIVO;Cabo Embreagem;SIMPLES;MundiFlex;Cabo Embreagem Gol G2 1994 A 1998;; R$ 23,15 ;;;;
55026;AUTOMOTIVO;Cabo Embreagem;SIMPLES;MundiFlex;Cabo De Embreagem Kombi Std 1996 A 2005;; R$ -   ;;;;
55028;AUTOMOTIVO;Cabo Embreagem;SIMPLES;MundiFlex;Cabo De Embreagem Kombi T2 1996 Em Diante;; R$ -   ;;;;
55030;AUTOMOTIVO;Cabo Embreagem;SIMPLES;MundiFlex;Cabo De Embreagem Parati G1 G2 Ap Efi 1.6 1.8 E 2.0;; R$ 23,66 ;;;;
55064;AUTOMOTIVO;Cabo de Acelerador;SIMPLES;MundiFlex;Cabo De Acelerador Fusca 1300 1500 Carburação Simples;; R$ -   ;;;;
55110;AUTOMOTIVO;Cabo de Capô;SIMPLES;MundiFlex;Cabo De Capô Gol Com Alavanca 1984 Em Diante;; R$ 8,32 ;;;;
55120;AUTOMOTIVO;Cabo de Freio;SIMPLES;MundiFlex;Cabo De Freio Fusca 1.200 1.300 E Karmanghia;; R$ 16,17 ;;;;
55123;AUTOMOTIVO;Cabo de Freio;SIMPLES;MundiFlex;Cabo De Freio Fusca Brasília 1300 1500 De  1981 Em Diante;; R$ 15,27 ;;;;
